key,ra,dec,name,host,confirmed_real,confirmed_dwarf,rhalf,rhalf_em,rhalf_ep,position_angle,position_angle_em,position_angle_ep,ellipticity,ellipticity_em,ellipticity_ep,ellipticity_ul,ref_structure,distance_modulus,distance_modulus_em,distance_modulus_ep,ref_distance,apparent_magnitude_v,apparent_magnitude_v_em,apparent_magnitude_v_ep,ref_m_v,vlos_systemic,vlos_systemic_em,vlos_systemic_ep,vlos_sigma,vlos_sigma_em,vlos_sigma_ep,vlos_sigma_ul,ref_vlos,pmra,pmra_em,pmra_ep,pmdec,pmdec_em,pmdec_ep,ref_proper_motion,metallicity_spectroscopic,metallicity_spectroscopic_em,metallicity_spectroscopic_ep,metallicity_spectroscopic_sigma,metallicity_spectroscopic_sigma_em,metallicity_spectroscopic_sigma_ep,metallicity_spectroscopic_sigma_ul,ref_metallicity_spectroscopic,rcore,rcore_em,rcore_ep,rking,rking_em,rking_ep,ref_structure_king,rad_sersic,rad_sersic_em,rad_sersic_ep,n_sersic,n_sersic_em,n_sersic_ep,ref_structure_sersic,age,age_em,age_ep,ref_age,metallicity_isochrone,metallicity_isochrone_em,metallicity_isochrone_ep,ref_metallicity_isochrone,flux_HI,flux_HI_em,flux_HI_ep,flux_HI_ul,ref_flux_HI,metallicity_photometric,metallicity_photometric_em,metallicity_photometric_ep,metallicity_photometric_sigma,metallicity_photometric_sigma_em,metallicity_photometric_sigma_ep,metallicity_photometric_sigma_ul,ref_metallicity_photometric,M_V,M_V_em,M_V_ep,mass_stellar,distance,distance_em,distance_ep,ll,bb,sg_xx,sg_yy,sg_zz,distance_gc,distance_m31,distance_lg,distance_host,mass_HI,mass_HI_ul,metallicity,metallicity_em,metallicity_ep,metallicity_type,velocity_gsr,velocity_lg,mass_dynamical_wolf,mass_dynamical_wolf_em,mass_dynamical_wolf_ep,mass_dynamical_wolf_ul,rhalf_physical,rhalf_physical_em,rhalf_physical_ep,rhalf_sph_physical,rhalf_sph_physical_em,rhalf_sph_physical_ep,surface_brightness_rhalf,table
cena_ucd-kv19-442,202.432394,-42.391404,KV19-442,ngc_5128,1,0,0.007916666666666666,,,,,,,,,,Dumont2022ApJ...929..147D,27.83,0.03,0.03,Tully2009AJ....138..323T,17.36,,,Dumont2022ApJ...929..147D,476.5,2.42,2.42,11.95,,,,Dumont2022ApJ...929..147D,,,,,,,,-1.35,0.34,0.34,,,,,Dumont2022ApJ...929..147D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-10.469999999999999,,,6.421029995663981,3681.289736425313,50.50918872430293,51.21184153189324,310.4385868750557,19.921530527414067,-3435.7065887996278,1292.6917607612809,-277.0602296415929,3676.3424349404963,4449.951183989703,4065.236801775625,64.25006719316171,,,-1.35,0.34,0.34,spectroscopic,311.2766534814103,233.6722847315329,1125867.3778325652,,,,8.477513234648768,,,8.477513234648768,,,17.741955544284057,dwarf_local_field_distant
centaurus_n,207.0383,-47.565,Centaurus N,ngc_5128,1,1,,,,,,,,,,,,27.82,0.05,0.05,Tully2009AJ....138..323T,16.58,,,Karachentsev2013AJ....145..101K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-11.240000000000002,,,6.729029995663982,3664.375746478333,83.4113754519708,85.35427597650096,312.74919902409937,14.222750142657011,-3540.5095718658827,926.3378099253741,-185.31013142121108,3659.036719405662,4423.577504189441,4043.1445119253995,387.7118833708932,,,,,,,,,,,,,,,,,,,,dwarf_local_field_distant
cepheus_1,312.790417,56.89,Cepheus1,ngc_6946,1,1,,,,,,,,,,,,29.44,0.13,0.13,Anand2018AJ....156..105A,11.53,,,Makarov2014A&A...570A..13M,33.0,7.0,7.0,,,,,Makarov2003A&A...405..951M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,136.0,10.0,10.0,,Burton1999AJ....117..194B,,,,,,,,,-17.910000000000004,,,9.397029995663983,7726.805850957021,449.00780558877887,476.70959234115526,94.37318093778907,8.011576862015842,5596.163316605547,495.96886099055644,5304.761981577473,7727.423365854459,7145.705504512522,7431.819437319969,525.2511590614725,9.281714194485282,,,,,,275.60512308281136,341.9917151773334,,,,,,,,,,,,dwarf_local_field_distant
cgcg_189m050,199.27042,37.9525,CGCG 189-050,,1,1,,,,,,,,,,,,28.12,,,Karachentsev2024A&A...684L..24K,15.23,,,Karachentsev2013AJ....145..101K,334.0,1.0,1.0,,,,,Karachentsev2024A&A...684L..24K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.14,,,,Karachentsev2024A&A...684L..24K,,,,,,,,,-12.89,,,7.389029995663981,4207.266283844446,,,98.07433471253574,77.90988793621663,681.9588474184553,4027.5091162043814,1007.567383598992,4207.513065932523,4413.8590838350165,4294.290006834411,nan,6.950589059464256,,,,,,392.1588566311286,378.21203250430074,,,,,,,,,,,,dwarf_local_field_distant
cgcg_217m018,198.215833,40.543056,CGCG 217-018,ngc_5055,1,1,0.18783333333333332,0.009333333333333334,0.009333333333333334,,,,,,,,Carlsten2022ApJ...933...47C,29.78,0.02,0.02,Tully2009AJ....138..323T,14.27,0.09,0.09,Carlsten2022ApJ...933...47C,565.0,1.0,1.0,,,,,Karachentsev2024A&A...684L..24K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.88,,,,Karachentsev2024A&A...684L..24K,,,,,,,,,-15.510000000000002,0.09,0.09,8.437029995663982,9036.494737223024,82.84708172708633,83.61365633607238,106.0337693251889,75.87432118001388,1883.6589106455172,8583.744139589286,2104.614641750746,9037.045863333458,9175.538099279856,9098.002589810852,250.22590729318247,7.972595108117775,,,,,,629.2821283872904,618.573339206389,,,,,492.93136158925324,24.653701685955753,24.860077330923332,492.93136158925324,24.653701685955753,24.860077330923332,21.524545409844738,dwarf_local_field_distant
corvus_a,183.68999999999997,-16.396944444444443,Corvus A,,1,1,0.2533333333333333,0.008333333333333333,0.008333333333333333,110.0,10.0,10.0,0.3,0.01,0.01,,Jones2024ApJ...971L..37J,27.71,0.16,0.14,Jones2024ApJ...971L..37J,16.51,0.1,0.1,Jones2024ApJ...971L..37J,523.0,2.0,2.0,,,,,Jones2024ApJ...971L..37J,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.36,0.05,0.05,,Jones2024ApJ...971L..37J,,,,,,,,,-11.2,0.1,0.1,6.713029995663982,3483.373150360116,247.4365810638351,231.9791406116119,290.31699569431106,45.574501566204525,-2171.5125177850227,2594.6484559149767,-828.3847415124834,3481.4080815065977,4196.890793339293,3837.0671278791597,nan,6.589714194485281,,,,,,370.4715875773967,296.60419945960587,,,,,255.98415591191446,18.91969388997819,19.891706336619848,214.60337032994846,16.48416291251428,16.563427212068262,24.028795850528496,dwarf_local_field_distant
ddo_006,12.454,-21.017,DDO 6,ngc_0253,1,1,0.6266666666666667,0.03166666666666666,0.03166666666666666,,,,,,,,Carlsten2022ApJ...933...47C,27.68,0.1,0.09,Jacobs2009AJ....138..332J,14.92,0.09,0.09,Carlsten2022ApJ...933...47C,295.4,5.0,5.0,,,,,Westmeier2017MNRAS.472.4832W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.58,0.67,0.83,,Westmeier2017MNRAS.472.4832W,,,,,,,,,-12.76,0.09,0.09,7.337029995663982,3435.579478998743,154.62654786755274,145.38489202761912,119.38077633315818,-83.87756127707887,348.50408189949815,-3407.680633156453,-263.5601711698291,3436.0140268067007,3150.6804224034754,3273.2879386083214,261.07688310321606,6.998058312758937,,,,,,309.81434644535386,347.4365198106876,,,,,624.7061341552397,40.693398429968624,42.40947567777971,624.7061341552397,40.693398429968624,42.40947567777971,24.78899199021194,dwarf_local_field_distant
ddo_053,128.5362,66.1771,DDO 53,m_081,1,1,0.8473333333333334,0.041666666666666664,0.041666666666666664,,,,0.35,0.02,0.02,,Carlsten2021ApJ...922..267C,27.83,0.03,0.03,Tully2009AJ....138..323T,14.19,0.09,0.09,Carlsten2021ApJ...922..267C,19.2,1.7,1.7,,,,,Begum2008MNRAS.386.1667B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.5,2.2,2.2,,Begum2008MNRAS.386.1667B,,,,,,,,,-13.639999999999999,0.09,0.09,7.689029995663981,3681.289736425313,50.50918872430293,51.21184153189324,149.29986763468736,34.952113768910166,2952.1301250596503,2164.822629092284,-387.7690456903519,3687.0183091065937,3393.642994006229,3519.058848384116,527.300604560372,7.836613746030669,,,,,,117.33909110675138,149.9287735906658,,,,,905.7442868728747,45.52571888882403,46.71564670071416,730.9917385286897,39.0230786897049,38.32504050182604,24.250175477038557,dwarf_local_field_distant
ddo_078,156.61625,67.65666667,DDO 78,m_081,1,1,1.9400000000000002,,,,,,,,,,Karachentsev2013AJ....145..101K,27.71,0.03,0.03,Tully2009AJ....138..323T,15.1,,,Karachentsev2000A&A...363..117K,55.0,10.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-12.610000000000001,,,7.277029995663982,3483.373150360116,47.79367136137307,48.458547559453564,141.13757264962462,43.997027141801595,2500.4388850677055,2423.0449710127323,102.69836970967927,3487.929145635126,3273.7632566151756,3357.8430769518122,236.1346584542357,,,,,,,164.0357855439022,191.02145299955276,,,,,1965.7480210956994,,,1965.7480210956994,,,27.428252167223487,dwarf_local_field_distant
ddo_082,157.64583,70.61944,DDO 82,m_081,1,1,,,,,,,,,,,,27.97,0.01,0.01,Tully2009AJ....138..323T,12.99,,,Karachentsev2013AJ....145..101K,56.0,3.0,3.0,,,,,Makarov2003A&A...405..951M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8,,,,Karachentsev2013AJ....145..101K,,,,,,,,,-14.979999999999999,,,8.22502999566398,3926.449353995993,18.04039607197592,18.123666756791863,137.89570606358535,42.17801131433126,2909.621232671202,2623.277023203006,263.67872765855327,3930.920794419728,3674.4428040715584,3782.6822894871366,383.71273359800256,6.463265273107006,,,,,,176.16224052438872,206.68376711456537,,,,,,,,,,,,dwarf_local_field_distant
ddo_126,186.77125,37.1425,DDO 126,,1,1,,,,,,,,,,,,28.48,0.07,0.07,Tully2009AJ....138..323T,13.75,,,Karachentsev2013AJ....145..101K,217.0,17.0,17.0,,,,,Kovac2009MNRAS.400..743K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.54,,,,Kovac2009MNRAS.400..743K,,,,,,,,,-14.73,,,8.125029995663983,4965.923214503358,157.52973000606835,162.69062541029052,148.59710674149022,78.74349287581865,950.8062686592831,4861.57083285926,348.5539397477179,4967.282882815212,5177.000431711759,5057.683099040821,nan,8.032285015923541,,,,,,247.46114562203235,230.14794429699776,,,,,,,,,,,,dwarf_local_field_distant
ddo_127,187.11875,37.233333,DDO 127,,1,1,,,,,,,,,,,,28.37,0.07,0.07,Tully2009AJ....138..323T,14.6,,,Karachentsev2013AJ....145..101K,275.0,17.0,17.0,,,,,Kovac2009MNRAS.400..743K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.87,,,,Kovac2009MNRAS.400..743K,,,,,,,,,-13.770000000000001,,,7.7410299956639825,4720.630412635909,149.74851648715776,154.65448839796045,147.12355852363265,78.79371783744136,904.155555252773,4619.592812660827,355.2695734523583,4721.962868438159,4933.524754717497,4812.619506839119,nan,7.668098905946791,,,,,,306.43560827309676,289.2794273533477,,,,,,,,,,,,dwarf_local_field_distant
ddo_133,188.227,31.5389,DDO 133,,1,1,1.7593333333333334,0.0845,0.0845,,,,0.53,0.02,0.02,,Carlsten2021ApJ...922..267C,28.44,0.05,0.05,Tully2009AJ....138..323T,13.04,0.09,0.09,Carlsten2021ApJ...922..267C,331.0,,,,,,,Karachentsev2013AJ....145..101K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.67,0.05,0.05,,Karachentsev2013AJ....145..101K,,,,,,,,,-15.400000000000002,0.09,0.09,8.393029995663984,4875.28490103387,110.97503297971343,113.55997356625721,164.2965947989914,84.021240033953,452.75575903051856,4844.612556864902,305.1954501305606,4876.106018536741,5157.91616867656,5003.551225672901,nan,8.248823349486978,,,,,,344.36803865587575,319.60581106668667,,,,,2489.63008223646,129.87213155072914,134.36369110361784,1708.4887930822529,97.71085109585965,96.32398360989441,24.333673744993632,dwarf_local_field_distant
ddo_153,193.489583,-12.108611,DDO 153,ngc_4594,1,1,,,,,,,,,,,,29.9,0.1,0.1,McQuinn2016AJ....152..144M,14.05,0.03,0.03,Warren2007AJ....134.1849W,821.0,1.0,1.0,,,,,Warren2007AJ....134.1849W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.8,1.3,1.3,,Warren2007AJ....134.1849W,,,,,,,,,-15.849999999999998,0.03,0.03,8.573029995663981,9549.925860214349,429.81746665527135,450.0741397856509,303.90586013987144,50.75837029950526,-5875.170974098948,7506.166763323624,-583.8753992689864,9547.062815371935,10234.164419201981,9890.326167849962,575.4447249796863,8.690110133115517,,,,,,702.6319334819923,632.8298646667703,,,,,,,,,,,,dwarf_local_field_distant
ddo_154,193.52167,27.14861,DDO 154,,1,1,,,,,,,,,,,,28.03,0.03,0.03,Tully2009AJ....138..323T,13.72,,,Karachentsev2013AJ....145..101K,374.0,1.0,1.0,,,,,Haynes2011AJ....142..170H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.659,,,,Haynes2011AJ....142..170H,,,,,,,,,-14.31,,,7.957029995663982,4036.4539296760486,55.38222414107895,56.152667624060996,35.061483814613375,89.41035973496105,-8.855117816665835,4007.2427342129104,484.65202195335354,4036.393696203134,4381.301985542886,4194.479174311581,nan,8.280173255887483,,,,,,383.3401670917821,353.6801461253994,,,,,,,,,,,,dwarf_local_field_distant
ddo_161,195.82,-17.423056,DDO 161,,1,1,0.8390000000000001,0.06116666666666667,0.06116666666666667,114.0,,,0.67,,,,Li2025arXiv250104943L,28.9,0.09,0.09,Karachentsev2018ApJ...858...62K,12.62,,,Karachentsev2013AJ....145..101K,744.0,18.0,18.0,,,,,Doyle2005MNRAS.361...34D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.7,,,,Doyle2005MNRAS.361...34D,,,,,,,,,-16.28,,,8.745029995663982,6025.595860743569,244.63538668639376,254.98772738961088,306.95322529049326,45.356208651322746,-4164.383326146004,4345.366176970834,-288.9805840622569,6022.169352942939,6740.904525226856,6381.448307079032,nan,8.828150018474128,,,,,,617.0696274115485,544.5743102607144,,,,,1465.6969444236074,121.23476630269033,124.2916006901853,841.9787918080779,69.64407099642017,71.40008866032588,21.917118909943603,dwarf_local_field_distant
ddo_165,196.61167,67.70417,DDO 165,,1,1,1.129,0.05383333333333333,0.05383333333333333,,,,0.5,0.02,0.02,,Carlsten2021ApJ...922..267C,28.42,0.02,0.02,Tully2009AJ....138..323T,12.77,0.09,0.09,Carlsten2021ApJ...922..267C,30.7,0.2,0.2,,,,,Huchtmeier2003A&A...401..483H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.1,,,,Huchtmeier2003A&A...401..483H,,,,,,,,,-15.650000000000002,0.09,0.09,8.493029995663983,4830.5880203977285,44.287097171338246,44.69688063614103,120.74726559389283,49.360368845146446,3014.677670643566,3544.1995021751277,1298.0558746505046,4833.2985405997715,4635.499187863887,4718.117486474189,nan,8.084567559800176,,,,,,169.7819844571337,195.6739553899485,,,,,1583.9878321057274,76.04219209400003,76.5368887314196,1120.939918945388,59.13594556537714,57.18687761384854,23.168524800809422,dwarf_local_field_distant
ddo_167,198.345,46.31972,DDO 167,,1,1,0.3925,0.020166666666666666,0.020166666666666666,,,,0.42,0.02,0.02,,Carlsten2021ApJ...922..267C,28.14,0.16,0.16,Tully2009AJ....138..323T,15.18,0.09,0.09,Carlsten2021ApJ...922..267C,150.2,1.7,1.7,,,,,Begum2008MNRAS.386.1667B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.7,0.4,0.4,,Begum2008MNRAS.386.1667B,,,,,,,,,-12.96,0.09,0.09,7.417029995663981,4246.195639463131,301.6226187103457,324.6862566856207,111.62417254632291,70.32379309630959,1287.7844824802958,3905.5984674995966,1057.3973453453696,4247.211081682059,4345.103350673752,4278.362349400164,nan,7.19637701018206,,,,,,232.79969695021393,230.02528509215978,,,,,482.97065750286697,41.95144674341151,44.789431230525906,368.24822874859757,33.072760722893975,34.07926554702448,23.441316489551212,dwarf_local_field_distant
ddo_168,198.619167,45.919444,DDO 168,,1,1,,,,,,,,,,,,28.14,0.08,0.08,Tully2009AJ....138..323T,12.59,,,Karachentsev2013AJ....145..101K,191.0,8.0,8.0,,,,,Stil2002A&A...389...29S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.58,,,,Stil2002A&A...389...29S,,,,,,,,,-15.55,,,8.453029995663982,4246.195639463131,153.58904216302108,159.3529956024031,110.76173900765312,70.66054288413477,1257.2584093805244,3912.915514443075,1067.0383673834422,4247.156764737728,4350.111291620565,4280.905935905203,nan,8.332154111123451,,,,,,272.878972014404,269.6176990478908,,,,,,,,,,,,dwarf_local_field_distant
ddo_169,198.87792,47.49639,DDO 169,,1,1,0.7098333333333334,0.03483333333333333,0.03483333333333333,,,,0.68,0.02,0.02,,Carlsten2021ApJ...922..267C,28.22,0.05,0.05,Tully2009AJ....138..323T,14.05,0.09,0.09,Carlsten2021ApJ...922..267C,262.0,5.2,5.2,,,,,Simpson2000AJ....120.2975S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.22,,,,Simpson2000AJ....120.2975S,,,,,,,,,-14.169999999999998,0.09,0.09,7.901029995663982,4405.548635065534,100.28253014843267,102.61841034906683,111.48190593953704,69.09308188037802,1414.3586240501386,4014.920759865238,1135.2795913368213,4406.617394871235,4485.947404196695,4428.95356210949,nan,6.746535116789812,,,,,,349.13629884449017,348.0965861844634,,,,,907.652355277617,48.136686622562024,49.99331751995487,513.8752569822252,32.23771837638901,31.49824464822791,22.954901687064808,dwarf_local_field_distant
ddo_169_nw,198.83375,47.543611,DDO 169NW,,1,1,,,,,,,,,,,,28.18,0.13,0.13,Tully2009AJ....138..323T,17.65,,,Karachentsev2013AJ....145..101K,242.0,1.6,1.6,,,,,Simpson2000AJ....120.2975S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.25,,,,Simpson2000AJ....120.2975S,,,,,,,,,-10.530000000000001,,,6.445029995663982,4325.138310350088,251.33553230895814,266.8418180185963,111.59696195975178,69.05525384476773,1392.295991249245,3940.8059362890676,1112.8260640900348,4326.214462386901,4406.189826869473,4348.563386823513,nan,6.9963578042264265,,,,,,329.19914564704857,328.21420515994805,,,,,,,,,,,,dwarf_local_field_distant
ddo_181,204.9736,40.7399,DDO 181,,1,1,0.7258333333333333,0.0355,0.0355,,,,0.53,0.02,0.02,,Carlsten2021ApJ...922..267C,27.46,0.04,0.04,Tully2009AJ....138..323T,14.0,0.09,0.09,Carlsten2021ApJ...922..267C,213.6,1.7,1.7,,,,,Begum2008MNRAS.386.1667B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.2,1.2,1.2,,Begum2008MNRAS.386.1667B,,,,,,,,,-13.46,0.09,0.09,7.617029995663981,3104.5595881283557,56.664598500372904,57.7180720400238,89.7368918990968,73.1164433465466,607.5997281590531,2879.3553917069535,989.1538479068006,3104.5593891955414,3290.326031479667,3175.1522371642254,nan,7.442535116789812,,,,,,292.39012562917327,283.9101987333896,,,,,654.2320735710655,33.691004669650056,34.57357491151561,448.9552101448746,25.47390811946559,24.76943663985986,23.371628226566884,dwarf_local_field_distant
ddo_183,207.7121,38.0198,DDO 183,m_094,1,1,0.785,0.0385,0.0385,,,,0.75,0.02,0.02,,Carlsten2021ApJ...922..267C,27.6,0.05,0.05,Tully2009AJ....138..323T,14.09,0.09,0.09,Carlsten2021ApJ...922..267C,188.4,1.7,1.7,,,,,Begum2008MNRAS.386.1667B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.5,1.1,1.1,,Begum2008MNRAS.386.1667B,,,,,,,,,-13.510000000000002,0.09,0.09,7.637029995663983,3311.3112148259142,75.3746455296332,77.13034656611308,77.79166505085529,73.44781927411698,477.6767651534756,3065.2540573801016,1157.9397364194717,3310.831844177137,3519.892497461505,3395.0742694734686,1352.4791485605226,7.433364585185003,,,,,,265.0210290203189,253.9307212926014,,,,,754.4566953435262,39.99011141031474,41.52865254582548,377.4449195880484,25.646777012834093,25.14104416860914,22.94488107333767,dwarf_local_field_distant
ddo_226,10.76583,-22.25028,DDO 226,,1,1,0.6723333333333333,0.03283333333333333,0.03283333333333333,,,,0.65,0.02,0.02,,Carlsten2021ApJ...922..267C,28.46,0.13,0.13,Tully2009AJ....138..323T,14.0,0.09,0.09,Carlsten2021ApJ...922..267C,361.0,2.0,2.0,,,,,Huchtmeier2000A&AS..141..469H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.84,,,,Huchtmeier2000A&AS..141..469H,,,,,,,,,-14.46,0.09,0.09,8.01702999566398,4920.395356814511,285.9261594516265,303.5665331766868,101.18195345912213,-84.76458546173575,362.36179022622446,-4899.271621931448,-275.9021110520867,4920.545767106516,4626.694753354954,4760.0150005112955,nan,7.340506510482595,,,,,,375.0092898282257,411.4224653941256,,,,,959.6382812781583,72.49028658516761,76.34091894640687,567.3973610149444,45.56805148476076,48.06305832973965,22.880049710148914,dwarf_local_field_distant
donatiello_1,17.91820833,34.60088889,Donatiello I,,0,0,0.48,0.15,0.15,,,,0.68,0.01,0.01,,MartinezDelgado2018A&A...620A.126M,27.6,0.2,0.2,MartinezDelgado2018A&A...620A.126M,19.3,0.3,0.3,MartinezDelgado2018A&A...620A.126M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.345,0.005,0.005,0.73,0.02,0.02,MartinezDelgado2018A&A...620A.126M,,,,,,,,,,,,0.15,MartinezDelgado2018A&A...620A.126M,,,,,,,,,-8.3,0.3,0.3,5.553029995663982,3311.3112148259142,291.3594944238953,319.4693328751032,127.65087339369414,-28.085383657138074,2879.4640848885297,-1603.737959360297,318.5798219846712,3315.6953641093833,2546.882441566213,2928.3428923035526,nan,,5.588266545170746,,,,,,,,,,,454.1206187320837,144.69041703323416,154.84129205802583,257.5388293401263,81.3091956028934,87.07549024993551,27.324826743909533,dwarf_local_field_distant
donatiello_3,17.3524,-27.34707,Donatiello III,ngc_0253,1,1,0.21,0.013333333333333334,0.013333333333333334,-10.4,1.6,1.6,0.59,0.01,0.01,,MutluPakdil2024ApJ...966..188M,27.64,0.11,0.11,MutluPakdil2024ApJ...966..188M,18.73,0.11,0.11,MutluPakdil2024ApJ...966..188M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1408333333333333,0.0028333333333333335,0.0028333333333333335,0.56,0.01,0.01,MartinezDelgado2021A&A...652A..48M,,,,,,,,,,,,0.69,MutluPakdil2024ApJ...966..188M,,,,,,,,,-8.91,0.11,0.11,5.797029995663982,3372.8730865886923,166.60376208322486,175.26080574706066,217.09423855595736,-85.99950227940187,41.975818198533,-3318.718870425862,-600.5130706322432,3373.3347940561034,3176.9387772707396,3253.3068744541315,330.75055629827506,,6.26702437685232,,,,,,,,,,,205.26941540520156,16.15491867777007,17.276236709529513,131.5265616093169,10.631301375256058,11.046446331963324,25.25568049524453,dwarf_local_field_distant
donatiello_4,11.76255,-21.68071,Donatiello IV,ngc_0253,1,1,0.26999999999999996,0.035,0.035,24.0,3.7,3.7,0.4,0.03,0.03,,MutluPakdil2024ApJ...966..188M,27.98,0.33,0.33,MutluPakdil2024ApJ...966..188M,19.37,0.34,0.34,MutluPakdil2024ApJ...966..188M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1701666666666667,0.010833333333333334,0.010833333333333334,0.85,0.12,0.12,MartinezDelgado2021A&A...652A..48M,,,,,,,,,,,,0.94,MutluPakdil2024ApJ...966..188M,,,,,,,,,-8.61,0.34,0.34,5.677029995663982,3944.573020752785,556.1314593607576,647.4071076158998,112.30999015576694,-84.46173892927229,344.855853563243,-3920.0492438815604,-271.92771439756933,3944.8789244835966,3657.5488707593363,3783.9247499016474,531.0203558583864,,6.537303139714763,,,,,,,,,,,305.34890424323703,58.43636797326545,66.08542085861296,236.93766710436154,46.30286127147329,50.22198856924956,26.83378369975562,dwarf_local_field_distant
donatiello_5,8.243,-23.279194,Donatiello V,ngc_0253,0,0,0.15,0.008333333333333333,0.008333333333333333,34.0,1.0,1.0,0.69,0.01,0.01,,MartinezDelgado2024arXiv240503769M,27.7,0.07,0.07,RadburnSmith2011ApJS..195...18R,20.27,0.03,0.03,MartinezDelgado2024arXiv240503769M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15,0.008333333333333333,0.008333333333333333,0.7,0.07,0.07,MartinezDelgado2024arXiv240503769M,,,,,,,,,,,,,,,,,,,,,,-7.43,0.03,0.03,5.205029995663981,3467.368504525317,109.99236209577202,113.5958665010453,74.58748938782261,-84.3211068220914,156.92670734698785,-3462.9694656353654,-76.55608906186211,3467.1644027250877,3211.683361349062,3319.365790817976,234.90353603025736,,,,,,,,,,,,,150.92589877074238,9.557008590703703,9.803853842703433,84.07330174109063,5.539890737234714,5.611298619148442,25.7639036788167,dwarf_local_field_distant
donatiello_6,8.732,-21.99481,Donatiello VI,ngc_0253,0,0,0.12666666666666665,0.0016666666666666668,0.0016666666666666668,-44.0,0.7,0.7,0.531,0.005,0.005,,MartinezDelgado2024arXiv240503769M,27.7,0.07,0.07,RadburnSmith2011ApJS..195...18R,19.47,0.02,0.02,MartinezDelgado2024arXiv240503769M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.12666666666666665,0.0016666666666666668,0.0016666666666666668,0.64,0.02,0.02,MartinezDelgado2024arXiv240503769M,,,,,,,,,,,,,,,,,,,,,,-8.23,0.02,0.02,5.5250299956639815,3467.368504525317,109.99236209577202,113.5958665010453,85.87456765068451,-83.64166785152403,239.06824789850907,-3458.1762666542086,-80.66986903670704,3467.313295431251,3194.581130286939,3311.104327715733,265.1157565082065,,,,,,,,,,,,,127.62008807397375,4.317757669772234,4.5173488476659,87.47434654417266,3.1090288275161555,3.1280109442607937,25.050016695964082,dwarf_local_field_distant
donatiello_7,9.395083,-29.4791,Donatiello VII,ngc_0253,0,0,0.12666666666666665,0.005,0.005,-57.0,2.0,2.0,0.47,0.02,0.02,,MartinezDelgado2024arXiv240503769M,27.7,0.07,0.07,RadburnSmith2011ApJS..195...18R,20.44,0.02,0.02,MartinezDelgado2024arXiv240503769M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.12666666666666665,0.005,0.005,0.43,0.03,0.03,MartinezDelgado2024arXiv240503769M,,,,,,,,,,,,,,,,,,,,,,-7.259999999999998,0.02,0.02,5.137029995663981,3467.368504525317,109.99236209577202,113.5958665010453,354.49864497239787,-86.14938672605767,-185.64890671397828,-3453.988037740066,-241.13370722182293,3466.835041427518,3294.0678768157536,3359.487993019554,286.7157715232502,,,,,,,,,,,,,127.52536323801274,6.3322073958987914,6.643694129621139,92.86066029231489,4.996031569727123,5.13193858566153,26.149771998641043,dwarf_local_field_distant
