# %ECSV 1.0
# ---
# datatype:
# - name: Target
#   datatype: string
#   description: Target identification; Galaxy-ID number
#   meta: !!omap
#   - {ucd: ID_MAIN}
#   - {_votable_string_dtype: char}
# - name: Field
#   datatype: string
#   description: Field and spectrograph channel (B=blue, R=red)
#   meta: !!omap
#   - {ucd: ID_FIELD}
#   - {_votable_string_dtype: char}
# - name: HJD
#   unit: d
#   datatype: float64
#   format: '{:8.3f}'
#   description: Heliocentric Julian Date minus 2450000 of obs.
#   meta: !!omap
#   - {ucd: TIME_DATE}
#   - {width: 8}
#   - {precision: '3'}
# - name: HV
#   unit: km / s
#   datatype: float32
#   format: '{:6.1f}'
#   description: Heliocentric rest frame velocity
#   meta: !!omap
#   - {ucd: VELOC_HC}
#   - {width: 6}
#   - {precision: '1'}
# - name: e_HV
#   unit: km / s
#   datatype: float32
#   format: '{:4.1f}'
#   description: Uncertainty in HV
#   meta: !!omap
#   - {ucd: ERROR}
#   - {width: 4}
#   - {precision: '1'}
# - name: SigFe
#   unit: 0.1 nm
#   datatype: float32
#   format: '{:5.2f}'
#   description: '? The {Sigma}Fe spectral index ({AA})'
#   meta: !!omap
#   - {ucd: SPECT_INDEX_MISC}
#   - {width: 5}
#   - {precision: '2'}
#   - values: {'null': .nan}
# - name: e_SigFe
#   unit: 0.1 nm
#   datatype: float32
#   format: '{:5.2f}'
#   description: '? Uncertainty in SigFe ({AA})'
#   meta: !!omap
#   - {ucd: SPECT_INDEX_MISC}
#   - {width: 5}
#   - {precision: '2'}
#   - values: {'null': .nan}
# - name: SigMg
#   unit: 0.1 nm
#   datatype: float32
#   format: '{:5.2f}'
#   description: '? The {Sigma}Mg spectral index ({AA})'
#   meta: !!omap
#   - {ucd: SPECT_INDEX_MISC}
#   - {width: 5}
#   - {precision: '2'}
#   - values: {'null': .nan}
# - name: e_SigMg
#   unit: 0.1 nm
#   datatype: float32
#   format: '{:5.2f}'
#   description: '? Uncertainty in SigMg ({AA})'
#   meta: !!omap
#   - {ucd: SPECT_INDEX_MISC}
#   - {width: 5}
#   - {precision: '2'}
#   - values: {'null': .nan}
# - name: Mmb
#   datatype: float32
#   format: '{:6.3f}'
#   description: '? Probability membership'
#   meta: !!omap
#   - {ucd: CODE_MEMB}
#   - {width: 6}
#   - {precision: '3'}
#   - values: {'null': .nan}
# meta: !!omap
# - {ID: J_AJ_137_3100_tables}
# - {name: J/AJ/137/3100/tables}
# - {description: Combined table from original tables}
# schema: astropy-2.0
Target Field HJD HV e_HV SigFe e_SigFe SigMg e_SigMg Mmb
Car-0105 1B 3088.572 229.9 4.2 0.38 0.04 0.46 0.08 1.0
Car-0105 1B 4122.701 230.2 3.4 "" "" "" "" ""
Car-0106 1B 3088.572 77.5 0.6 0.4 0.02 0.82 0.03 0.0
Car-0106 1R 4122.587 90.4 1.4 "" "" "" "" ""
Car-0107 1B 3088.572 229.3 4.0 0.33 0.03 0.17 0.07 1.0
Car-0107 1B 4122.587 231.0 3.5 "" "" "" "" ""
Car-0108 1B 3088.572 225.6 4.2 0.31 0.03 0.44 0.06 1.0
Car-0109 1B 3088.572 220.2 2.7 0.32 0.03 0.31 0.07 1.0
Car-0109 1B 4122.701 220.6 1.6 "" "" "" "" ""
Car-0110 1B 3088.572 216.8 5.9 0.3 0.04 0.43 0.07 1.0
Car-0110 1B 4120.709 218.8 5.7 "" "" "" "" ""
Car-0111 1B 3088.572 229.7 2.7 0.35 0.03 0.39 0.06 1.0
Car-0112 1B 3088.572 220.8 4.9 0.32 0.03 0.24 0.07 1.0
Car-0113 1B 3088.572 216.1 4.0 0.32 0.03 0.32 0.06 1.0
Car-0114 1B 3088.572 219.9 4.2 0.32 0.03 0.44 0.06 1.0
Car-0114 1B 4122.587 219.8 1.8 "" "" "" "" ""
Car-0115 1B 3088.572 217.9 1.0 0.42 0.02 0.54 0.04 0.999
Car-0115 12B 3090.551 221.6 2.3 "" "" "" "" ""
Car-0116 1B 3088.572 229.7 4.1 0.33 0.03 0.35 0.07 1.0
Car-0117 1B 3088.572 219.2 3.4 0.3 0.03 0.33 0.07 1.0
Car-0118 1B 3088.572 220.6 1.2 0.39 0.02 0.42 0.04 1.0
Car-0118 12B 3090.551 224.1 1.7 0.29 0.03 0.51 0.05 ""
Car-0118 1R 4122.701 227.6 6.3 "" "" "" "" ""
Car-0119 1B 3088.572 226.4 3.5 0.37 0.02 0.35 0.05 1.0
Car-0119 11B 3091.521 228.0 1.3 0.34 0.03 0.4 0.06 ""
Car-0119 1R 4557.518 222.1 5.7 0.56 0.13 0.12 0.4 ""
Car-0120 1B 3088.572 211.3 4.0 0.34 0.03 0.33 0.07 1.0
Car-0120 12B 3090.551 211.0 4.5 0.33 0.06 0.42 0.14 ""
Car-0121 1B 3088.572 211.6 1.5 0.31 0.02 0.38 0.03 1.0
Car-0122 1B 3088.572 221.5 0.8 0.37 0.02 0.5 0.03 1.0
Car-0122 1R 4554.518 228.8 6.1 -0.55 0.88 0.62 0.19 ""
Car-0123 1B 3088.572 223.1 1.0 0.36 0.01 0.42 0.02 1.0
Car-0123 1R 4120.709 230.0 7.7 "" "" "" "" ""
Car-0123 1R 4557.518 223.6 3.5 0.44 0.06 0.6 0.12 ""
Car-0124 1B 3088.572 213.5 5.9 0.46 0.07 0.07 0.34 1.0
Car-0124 1B 4120.709 223.1 4.2 "" "" "" "" ""
Car-0124 1B 4557.518 214.8 3.0 "" "" 0.32 0.09 ""
Car-0125 1B 3088.572 210.0 3.1 0.35 0.04 0.3 0.11 1.0
Car-0125 1B 4122.587 208.1 1.5 "" "" "" "" ""
Car-0126 1B 3088.572 218.2 0.5 0.51 0.01 0.54 0.02 1.0
Car-0126 1R 4123.555 218.6 1.8 "" "" "" "" ""
Car-0126 1R 4554.518 225.7 1.6 0.44 0.04 0.4 0.11 ""
Car-0127 1B 3088.572 225.7 4.1 0.34 0.05 0.19 0.14 1.0
Car-0128 1B 3088.572 63.0 1.5 0.34 0.05 0.82 0.07 0.0
Car-0129 1B 3088.572 230.9 4.5 0.23 0.11 0.63 0.13 0.994
Car-0130 1B 3088.572 226.4 4.3 0.42 0.06 0.26 0.15 1.0
Car-0131 1B 3088.572 225.4 3.2 0.29 0.05 0.48 0.08 1.0
Car-0132 1B 3088.572 221.9 1.2 0.37 0.02 0.45 0.04 1.0
Car-0132 1R 4557.518 224.2 7.5 0.51 0.1 0.54 0.22 ""
Car-0133 1B 3088.572 227.6 2.8 0.5 0.04 0.53 0.1 1.0
Car-0134 1B 3088.572 228.5 3.6 0.38 0.04 0.4 0.08 1.0
Car-0134 1B 4122.587 229.1 2.6 "" "" "" "" ""
Car-0135 1B 3088.572 213.9 2.2 0.42 0.03 0.45 0.06 1.0
Car-0135 11R 3091.521 224.3 10.6 0.36 0.05 0.48 0.11 ""
Car-0136 1B 3088.572 230.4 2.6 0.29 0.03 0.33 0.06 1.0
Car-0137 1B 3088.572 229.1 1.9 0.39 0.02 0.47 0.05 1.0
Car-0138 1B 3088.572 211.8 2.3 0.29 0.03 0.56 0.05 1.0
Car-0139 1B 3088.572 221.5 2.7 0.35 0.03 0.39 0.07 1.0
Car-0139 1B 4554.518 226.7 3.5 "" "" 0.32 0.11 ""
Car-0140 1B 3088.572 226.2 4.5 0.26 0.05 0.4 0.09 1.0
Car-0141 1B 3088.572 30.8 1.6 0.38 0.03 0.64 0.05 0.0
Car-0141 25R 3411.554 29.4 6.2 0.28 0.11 0.85 0.12 ""
Car-0142 1B 3088.572 221.1 1.4 0.36 0.02 0.33 0.05 1.0
Car-0142 25R 3411.554 228.5 8.1 0.37 0.06 0.38 0.13 ""
Car-0142 1R 4122.701 216.8 3.9 "" "" "" "" ""
Car-0143 1B 3088.572 -64.3 5.7 0.17 0.14 0.71 0.15 0.0
Car-0144 1B 3088.572 214.2 5.5 "" "" "" "" 0.999
Car-0144 13R 3410.547 220.2 11.7 0.28 0.07 0.57 0.12 ""
Car-0145 1B 3088.572 219.5 3.6 "" "" "" "" 1.0
Car-0145 1B 4557.518 221.0 1.8 0.34 0.07 0.52 0.13 ""
Car-0146 1B 3088.572 223.7 2.3 "" "" "" "" 0.998
Car-0146 1R 4122.701 218.2 1.7 "" "" "" "" ""
Car-0147 1B 3088.572 210.2 4.4 0.39 0.03 0.41 0.07 1.0
Car-0147 1R 4123.555 213.6 6.0 "" "" "" "" ""
Car-0147 1R 4554.518 214.7 7.0 0.24 0.21 0.39 0.3 ""
Car-0148 1B 3088.572 217.3 4.3 0.28 0.04 0.22 0.09 1.0
Car-0149 1R 3088.572 220.8 7.6 0.36 0.02 0.23 0.08 1.0
Car-0149 12B 3090.551 224.1 3.5 0.37 0.03 0.06 0.09 ""
Car-0149 1R 4554.518 218.4 4.2 0.37 0.13 0.22 0.24 ""
Car-0150 1R 3088.572 -33.3 4.9 0.38 0.03 0.59 0.09 0.0
Car-0151 1R 3088.572 218.1 9.8 0.33 0.02 0.43 0.08 1.0
Car-0152 1R 3088.572 213.3 9.6 0.43 0.02 0.24 0.09 1.0
Car-0153 1R 3088.572 233.6 8.2 0.32 0.03 0.39 0.09 1.0
Car-0153 1R 4122.701 234.2 11.0 "" "" "" "" ""
Car-0154 1R 3088.572 218.3 7.1 0.37 0.01 0.38 0.08 1.0
Car-0154 1R 4557.518 217.7 6.9 0.27 0.16 0.48 0.21 ""
Car-0155 1R 3088.572 230.1 1.7 0.42 0.02 0.49 0.08 1.0
Car-0156 1R 3088.572 -30.5 7.2 0.27 0.05 0.62 0.1 0.0
Car-0157 1R 3088.572 19.1 3.2 0.25 0.02 0.91 0.09 0.0
Car-0158 1R 3088.572 237.7 1.6 0.4 0.01 0.48 0.08 0.998
Car-0158 1R 4122.701 239.5 5.6 "" "" "" "" ""
Car-0159 1R 3088.572 235.2 3.7 0.38 0.02 0.41 0.08 1.0
Car-0159 1R 4122.701 236.5 3.5 "" "" "" "" ""
Car-0160 1R 3088.572 225.3 1.2 0.43 0.01 0.51 0.08 1.0
Car-0160 12R 3090.551 225.4 1.1 0.39 0.02 0.54 0.08 ""
Car-0160 1R 4122.701 223.3 1.2 "" "" "" "" ""
Car-0161 1R 3088.572 228.7 12.2 0.48 0.07 0.89 0.12 0.23
Car-0162 1R 3088.572 224.1 11.8 0.32 0.03 0.64 0.09 0.996
Car-0162 1R 4120.709 245.6 10.1 "" "" "" "" ""
Car-0162 1R 4557.518 231.3 11.8 0.23 0.1 0.51 0.17 ""
Car-0163 1R 3088.572 217.9 2.2 0.38 0.02 0.35 0.08 1.0
Car-0163 1R 4557.518 218.5 3.9 0.47 0.08 0.52 0.16 ""
Car-0164 1R 3088.572 224.9 11.9 0.49 0.03 0.28 0.11 1.0
Car-0164 1R 4122.587 224.4 6.5 "" "" "" "" ""
Car-0165 1R 3088.572 227.8 5.1 0.42 0.02 0.49 0.08 1.0
Car-0165 25R 3411.554 233.5 1.5 0.35 0.04 0.44 0.1 ""
Car-0165 1R 4123.555 225.5 3.0 "" "" "" "" ""
Car-0165 1R 4554.518 229.1 7.8 0.44 0.09 0.56 0.17 ""
Car-0166 1R 3088.572 226.4 4.8 0.39 0.02 0.4 0.08 1.0
Car-0166 1R 4120.709 225.4 2.8 "" "" "" "" ""
Car-0166 1R 4557.518 225.9 8.4 0.39 0.07 0.59 0.12 ""
Car-0167 1R 3088.572 231.7 3.7 0.51 0.03 0.59 0.09 0.998
Car-0167 1R 4123.555 233.6 1.9 "" "" "" "" ""
Car-0167 1R 4554.518 234.5 5.3 0.44 0.09 0.33 0.22 ""
Car-0168 1R 3088.572 218.6 2.5 0.51 0.02 0.49 0.09 1.0
Car-0169 12B 3090.551 232.9 3.5 0.47 0.06 0.51 0.16 0.999
Car-0170 12B 3090.551 -89.3 4.9 0.11 0.09 0.66 0.13 0.0
Car-0171 12B 3090.551 219.9 4.2 0.28 0.06 0.39 0.12 1.0
Car-0172 12B 3090.551 228.0 3.0 0.32 0.04 0.28 0.09 1.0
Car-0173 12B 3090.551 111.3 1.6 0.35 0.05 0.99 0.06 0.0
Car-0174 12B 3090.551 223.0 2.8 0.28 0.04 0.41 0.1 1.0
Car-0175 12B 3090.551 -137.4 4.9 0.76 0.09 0.49 0.31 0.0
Car-0176 12B 3090.551 231.8 2.4 0.32 0.03 0.31 0.07 1.0
Car-0177 12B 3090.551 224.3 5.9 "" "" "" "" 0.996
Car-0178 12B 3090.551 17.1 2.1 0.34 0.03 0.81 0.05 0.0
Car-0178 11B 3091.521 16.8 2.5 0.33 0.01 0.86 0.02 ""
Car-0179 12B 3090.551 230.8 5.1 0.33 0.06 0.4 0.12 1.0
Car-0179 26B 3418.552 223.0 3.2 0.32 0.09 0.39 0.17 ""
Car-0180 12B 3090.551 212.8 0.6 0.44 0.02 0.49 0.03 0.999
Car-0181 12B 3090.551 69.8 1.3 0.38 0.03 0.95 0.04 0.0
Car-0181 1R 4120.709 64.3 3.3 "" "" "" "" ""
Car-0182 12B 3090.551 228.4 1.5 0.31 0.03 0.42 0.05 1.0
Car-0183 12B 3090.551 133.0 5.1 0.38 0.25 0.27 0.3 0.0
Car-0183 26B 3418.552 131.4 2.6 0.31 0.14 0.75 0.22 ""
Car-0184 12B 3090.551 228.0 2.2 0.28 0.03 0.42 0.06 1.0
Car-0185 12B 3090.551 15.9 1.7 0.38 0.03 0.83 0.05 0.0
Car-0185 1R 4554.518 11.7 2.5 0.28 0.08 0.88 0.11 ""
Car-0186 12B 3090.551 31.2 1.0 0.34 0.04 0.97 0.04 0.0
Car-0186 11R 3091.521 24.5 2.2 0.36 0.03 0.88 0.1 ""
Car-0187 12B 3090.551 224.9 4.5 0.39 0.05 0.38 0.12 1.0
Car-0187 1B 4123.555 219.4 4.8 "" "" "" "" ""
Car-0188 12B 3090.551 234.7 1.0 0.37 0.02 0.41 0.04 1.0
Car-0188 1R 4122.701 234.3 3.8 "" "" "" "" ""
Car-0189 12B 3090.551 234.5 4.7 0.32 0.05 0.42 0.11 1.0
Car-0190 12B 3090.551 214.7 3.4 0.37 0.05 0.5 0.1 0.964
Car-0190 11B 3091.521 210.8 3.5 0.32 0.07 0.77 0.12 ""
Car-0191 12B 3090.551 229.9 3.2 0.37 0.05 0.4 0.11 1.0
Car-0192 12B 3090.551 78.5 2.1 0.34 0.03 0.95 0.04 0.0
Car-0193 12B 3090.551 215.1 1.2 0.32 0.02 0.43 0.04 1.0
Car-0193 1R 4122.701 211.4 4.8 "" "" "" "" ""
Car-0194 12B 3090.551 233.8 1.5 0.41 0.03 0.3 0.09 1.0
Car-0195 12B 3090.551 57.5 1.9 0.38 0.02 0.82 0.04 0.0
Car-0196 12B 3090.551 224.8 5.7 0.36 0.06 0.33 0.15 1.0
Car-0197 12B 3090.551 -5.3 5.3 0.34 0.08 0.28 0.17 0.0
Car-0198 12B 3090.551 220.9 1.8 0.29 0.04 0.4 0.08 1.0
Car-0199 12B 3090.551 67.0 4.0 0.32 0.06 0.54 0.13 0.0
Car-0200 12B 3090.551 244.2 4.2 0.35 0.05 0.17 0.12 1.0
Car-0200 11B 3091.521 239.9 3.1 0.33 0.04 0.3 0.09 ""
Car-0201 12B 3090.551 221.4 4.3 0.3 0.05 0.24 0.12 1.0
Car-0202 12B 3090.551 223.5 0.9 0.42 0.03 0.44 0.06 1.0
Car-0203 12B 3090.551 241.9 5.5 0.23 0.05 0.44 0.09 0.999
Car-0204 12B 3090.551 224.1 3.4 0.4 0.07 0.35 0.18 1.0
Car-0204 1B 4122.701 220.2 2.8 "" "" "" "" ""
Car-0205 12B 3090.551 230.7 3.2 0.36 0.05 0.47 0.1 1.0
Car-0205 1B 4122.701 225.2 1.9 "" "" "" "" ""
Car-0206 12B 3090.551 231.8 0.8 0.36 0.01 0.42 0.03 1.0
Car-0206 1R 4122.701 232.8 1.8 "" "" "" "" ""
Car-0207 12B 3090.551 224.5 3.5 "" "" "" "" 0.998
Car-0207 1R 4122.701 221.2 2.8 "" "" "" "" ""
Car-0208 12B 3090.551 218.7 1.8 "" "" "" "" 1.0
Car-0208 1R 4554.518 219.0 3.2 0.47 0.06 0.45 0.14 ""
Car-0209 12B 3090.551 225.9 0.8 "" "" "" "" 0.998
Car-0210 12B 3090.551 223.9 4.0 "" "" "" "" 1.0
Car-0210 11B 3091.521 224.8 3.1 0.35 0.04 0.2 0.11 ""
Car-0211 12B 3090.551 213.8 2.5 0.44 0.07 0.23 0.18 1.0
Car-0212 12R 3090.551 224.2 2.6 0.4 0.03 0.41 0.09 1.0
Car-0212 26B 3093.531 225.1 1.9 0.45 0.04 0.34 0.11 ""
Car-0212 1R 4120.709 221.1 5.1 "" "" "" "" ""
Car-0212 1R 4557.518 224.9 1.8 0.43 0.05 0.42 0.12 ""
Car-0213 12R 3090.551 139.5 9.1 0.18 0.12 0.75 0.13 0.0
Car-0213 1B 4122.701 128.4 1.1 "" "" "" "" ""
Car-0214 12R 3090.551 227.0 7.9 0.48 0.05 0.51 0.12 1.0
Car-0214 11B 3091.521 222.9 0.9 0.4 0.02 0.42 0.04 ""
Car-0214 1R 4122.701 222.4 10.0 "" "" "" "" ""
Car-0215 12R 3090.551 206.9 11.3 0.74 0.04 0.79 0.16 0.84
Car-0216 12R 3090.551 81.2 3.5 0.34 0.04 0.84 0.1 0.0
Car-0217 12R 3090.551 99.2 3.7 0.41 0.06 0.75 0.11 0.0
Car-0218 12R 3090.551 224.0 9.3 0.37 0.06 0.62 0.1 0.994
Car-0219 12R 3090.551 18.7 12.1 0.28 0.09 0.72 0.13 0.0
Car-0220 12R 3090.551 68.5 2.0 0.42 0.04 0.92 0.1 0.0
Car-0220 1R 4122.587 66.9 4.4 "" "" "" "" ""
Car-0221 12R 3090.551 166.7 11.6 0.42 0.04 0.72 0.1 0.0
Car-0222 12R 3090.551 92.6 8.2 0.34 0.19 0.99 0.14 0.0
Car-0223 12R 3090.551 -101.2 7.9 0.55 0.11 0.52 0.23 0.0
Car-0224 12R 3090.551 216.6 6.8 0.32 0.05 0.53 0.1 1.0
Car-0224 1R 4557.518 231.6 2.1 0.43 0.08 0.43 0.18 ""
Car-0225 12R 3090.551 217.4 1.4 0.34 0.02 0.49 0.08 0.999
Car-0225 1R 4557.518 217.6 1.9 0.37 0.03 0.56 0.09 ""
Car-0226 12R 3090.551 214.0 6.8 0.25 0.14 0.71 0.15 0.98
Car-0227 12R 3090.551 214.9 4.6 0.33 0.04 0.35 0.1 1.0
Car-0227 1R 4122.701 213.3 4.6 "" "" "" "" ""
Car-0228 12R 3090.551 217.5 2.5 0.38 0.02 0.32 0.08 1.0
Car-0228 1R 4120.709 219.2 4.7 "" "" "" "" ""
Car-0228 1R 4557.518 220.0 3.7 0.43 0.04 0.36 0.11 ""
Car-0229 12R 3090.551 42.0 12.1 0.18 0.18 0.42 0.19 0.0
Car-0230 12R 3090.551 41.3 7.2 0.26 0.09 0.54 0.13 0.0
Car-0230 1R 4122.701 39.3 1.7 "" "" "" "" ""
Car-0231 12R 3090.551 221.8 11.0 0.23 0.07 0.49 0.12 0.999
Car-0231 1R 4122.587 230.1 2.6 "" "" "" "" ""
Car-0232 12R 3090.551 229.4 8.8 0.32 0.03 0.29 0.1 1.0
Car-0233 11B 3091.521 222.3 1.7 0.38 0.04 0.4 0.08 1.0
Car-0233 1B 4122.587 224.0 2.5 "" "" "" "" ""
Car-0234 11B 3091.521 220.4 2.7 0.34 0.04 0.44 0.09 1.0
Car-0234 1B 4557.518 218.6 6.0 "" "" 0.28 0.12 ""
Car-0235 11B 3091.521 224.5 3.5 0.32 0.05 0.42 0.1 1.0
Car-0236 11B 3091.521 221.2 2.4 0.3 0.04 0.54 0.08 0.998
Car-0237 11B 3091.521 220.5 1.8 0.36 0.04 0.42 0.09 1.0
Car-0238 11B 3091.521 221.7 1.4 0.37 0.02 0.57 0.05 0.997
Car-0239 11B 3091.521 47.9 2.3 0.35 0.02 0.89 0.03 0.0
Car-0239 47R 3409.65 49.5 4.7 0.31 0.03 0.77 0.09 ""
Car-0240 11B 3091.521 65.0 0.9 0.45 0.02 0.97 0.04 0.0
Car-0241 11B 3091.521 223.4 2.1 0.35 0.05 0.45 0.1 1.0
Car-0242 11B 3091.521 226.6 1.0 0.36 0.02 0.53 0.05 0.999
Car-0243 11B 3091.521 219.1 3.0 0.34 0.04 0.46 0.09 1.0
Car-0244 11B 3091.521 222.3 2.8 0.31 0.07 0.72 0.12 0.952
Car-0245 11B 3091.521 229.4 3.9 0.27 0.04 0.44 0.09 1.0
Car-0246 11B 3091.521 304.3 1.9 0.3 0.03 0.72 0.05 0.0
Car-0246 47B 3409.65 307.1 5.2 0.31 0.03 0.68 0.05 ""
Car-0247 11B 3091.521 100.0 1.2 0.42 0.02 0.87 0.03 0.0
Car-0247 47R 3409.65 97.9 3.1 0.37 0.03 0.75 0.09 ""
Car-0248 11B 3091.521 218.1 3.0 0.37 0.04 0.25 0.11 1.0
Car-0248 47B 3409.65 226.7 3.7 0.29 0.04 0.37 0.08 ""
Car-0249 11B 3091.521 229.7 3.3 0.3 0.05 0.38 0.11 0.999
Car-0250 11B 3091.521 226.7 3.4 0.29 0.03 0.26 0.08 1.0
Car-0250 47B 3409.65 224.8 3.6 0.29 0.03 0.29 0.06 ""
Car-0251 11B 3091.521 223.0 3.0 0.3 0.08 0.54 0.14 0.993
Car-0252 11B 3091.521 223.5 4.5 0.28 0.04 0.18 0.11 1.0
Car-0252 47B 3409.65 220.6 4.0 0.36 0.05 0.3 0.12 ""
Car-0253 11B 3091.521 0.3 1.1 0.41 0.02 0.97 0.03 0.0
Car-0253 47B 3409.65 3.0 2.2 0.36 0.03 0.95 0.04 ""
Car-0254 11B 3091.521 222.1 2.0 0.38 0.04 0.2 0.12 1.0
Car-0254 47B 3409.65 221.4 1.3 0.32 0.03 0.28 0.07 ""
Car-0255 11B 3091.521 204.9 4.8 0.27 0.06 0.32 0.11 1.0
Car-0256 11B 3091.521 235.4 1.5 0.29 0.03 0.34 0.07 1.0
Car-0256 1R 4120.709 234.4 12.2 "" "" "" "" ""
Car-0257 11B 3091.521 213.3 3.5 0.35 0.06 0.2 0.15 1.0
Car-0258 11B 3091.521 222.5 4.7 0.3 0.04 0.15 0.11 1.0
Car-0259 11B 3091.521 218.0 4.3 0.33 0.05 0.19 0.13 1.0
Car-0260 11B 3091.521 228.7 4.0 0.34 0.06 0.4 0.12 1.0
Car-0260 1B 4122.701 210.1 5.1 "" "" "" "" ""
Car-0261 11B 3091.521 217.3 3.5 0.3 0.04 0.38 0.08 1.0
Car-0262 11B 3091.521 221.3 3.3 0.35 0.04 0.16 0.1 1.0
Car-0263 11B 3091.521 111.7 2.1 0.34 0.02 0.89 0.03 0.0
Car-0264 11B 3091.521 217.1 3.6 0.31 0.04 0.3 0.09 1.0
Car-0265 11B 3091.521 218.0 4.2 0.37 0.05 0.33 0.11 1.0
Car-0266 11B 3091.521 226.0 1.1 0.36 0.02 0.35 0.05 1.0
Car-0266 47B 3409.65 223.5 0.9 0.36 0.02 0.29 0.05 ""
Car-0267 11B 3091.521 69.0 1.4 0.38 0.02 0.95 0.02 0.0
Car-0268 11B 3091.521 227.9 2.6 0.34 0.04 0.35 0.09 1.0
Car-0268 47B 3409.65 228.1 1.7 0.4 0.03 0.45 0.06 ""
Car-0269 11B 3091.521 62.3 0.8 0.4 0.02 0.97 0.02 0.0
Car-0269 47B 3409.65 60.3 1.9 0.38 0.03 1.04 0.03 ""
Car-0270 11B 3091.521 160.0 0.9 0.39 0.03 0.89 0.04 0.0
Car-0270 47B 3409.65 161.7 4.1 0.4 0.05 0.86 0.07 ""
Car-0271 11B 3091.521 271.1 1.8 0.44 0.05 0.89 0.06 0.0
Car-0271 47B 3409.65 273.2 1.5 0.36 0.03 0.88 0.04 ""
Car-0272 11B 3091.521 227.6 3.8 0.29 0.04 0.25 0.1 1.0
Car-0273 11B 3091.521 211.9 1.4 0.35 0.02 0.41 0.05 1.0
Car-0274 11B 3091.521 226.0 0.8 0.37 0.02 0.41 0.04 1.0
Car-0274 47B 3409.65 224.3 1.1 0.35 0.02 0.47 0.05 ""
Car-0275 11B 3091.521 22.3 0.8 0.43 0.02 0.96 0.03 0.0
Car-0275 1R 4122.701 29.3 1.9 "" "" "" "" ""
Car-0276 11B 3091.521 219.6 4.8 0.32 0.06 0.26 0.15 1.0
Car-0277 11B 3091.521 102.8 1.5 0.36 0.07 0.94 0.08 0.0
Car-0278 11B 3091.521 224.7 4.8 0.25 0.06 0.28 0.13 1.0
Car-0278 1B 4122.701 223.6 3.9 "" "" "" "" ""
Car-0279 11B 3091.521 66.6 4.2 0.38 0.11 0.62 0.19 0.0
Car-0280 11B 3091.521 221.7 1.2 0.35 0.03 0.4 0.07 1.0
Car-0280 1R 4122.701 219.6 4.2 "" "" "" "" ""
Car-0281 11B 3091.521 225.7 3.6 0.41 0.07 0.49 0.16 0.999
Car-0282 11B 3091.521 218.8 0.7 0.41 0.01 0.38 0.02 1.0
Car-0282 1R 4122.587 218.8 1.9 "" "" "" "" ""
Car-0283 11B 3091.521 227.8 4.8 0.41 0.06 0.37 0.14 1.0
Car-0284 11B 3091.521 219.8 0.6 0.41 0.02 0.48 0.04 1.0
Car-0284 1R 4557.518 216.1 4.8 0.37 0.07 0.38 0.15 ""
Car-0285 11B 3091.521 343.8 1.6 0.39 0.03 0.91 0.04 0.0
Car-0286 11B 3091.521 141.2 1.3 0.45 0.05 0.98 0.06 0.0
Car-0287 11B 3091.521 223.2 0.8 0.34 0.02 0.32 0.05 1.0
Car-0288 11B 3091.521 226.1 2.0 0.36 0.05 0.41 0.11 1.0
Car-0288 47B 3409.65 222.0 3.8 0.29 0.04 0.46 0.08 ""
Car-0289 11B 3091.521 228.4 1.0 0.31 0.02 0.4 0.05 1.0
Car-0290 11B 3091.521 221.3 3.3 0.46 0.06 0.42 0.16 0.999
Car-0291 11B 3091.521 68.0 1.0 0.3 0.03 0.74 0.05 0.0
Car-0292 11B 3091.521 59.8 1.7 0.37 0.02 0.94 0.02 0.0
Car-0293 11B 3091.521 108.0 1.7 0.36 0.06 0.87 0.07 0.0
Car-0294 11B 3091.521 216.6 1.5 0.38 0.04 0.44 0.09 1.0
Car-0295 11B 3091.521 57.0 0.7 0.37 0.03 0.88 0.04 0.0
Car-0295 47B 3409.65 54.5 0.5 0.38 0.02 0.89 0.03 ""
Car-0296 11B 3091.521 230.5 4.5 0.28 0.06 0.38 0.13 1.0
Car-0297 11B 3091.521 229.4 1.2 0.36 0.03 0.51 0.06 1.0
Car-0298 11B 3091.521 222.4 5.4 0.28 0.06 0.3 0.13 1.0
Car-0298 1B 4122.587 223.1 2.5 "" "" "" "" ""
Car-0299 11B 3091.521 217.7 1.1 0.35 0.02 0.38 0.05 1.0
Car-0299 1R 4122.587 222.4 4.7 "" "" "" "" ""
Car-0300 11B 3091.521 218.8 0.5 0.46 0.01 0.52 0.02 1.0
Car-0300 1R 4122.701 219.1 1.6 "" "" "" "" ""
Car-0301 11B 3091.521 219.5 1.6 0.36 0.04 0.32 0.09 1.0
Car-0302 11B 3091.521 223.1 4.5 0.31 0.05 0.32 0.12 1.0
Car-0302 1B 4122.587 219.1 2.2 "" "" "" "" ""
Car-0303 11B 3091.521 231.4 0.7 0.46 0.01 0.52 0.02 1.0
Car-0303 1R 4123.555 231.4 1.4 "" "" "" "" ""
Car-0303 1R 4554.518 231.6 2.5 0.38 0.05 0.59 0.11 ""
Car-0304 11B 3091.521 232.1 3.0 0.25 0.07 0.39 0.14 1.0
Car-0305 11B 3091.521 216.7 5.0 0.31 0.06 0.18 0.13 1.0
Car-0306 11B 3091.521 227.4 2.1 0.34 0.04 0.36 0.09 1.0
Car-0307 11B 3091.521 225.7 5.0 0.45 0.06 0.27 0.18 1.0
